,beneficiario,destino,exercicio,motivo,nEmpenho,periodo,situacaoEmpenho,unidadeOrcamentaria,valorTotalDiario
3057,ITALO ALVES DE ANDRADE,SAO PAULO-SP,2014,VIAGEM A SAO PAULO COM O OBJETIVO DE PARTICIPAR DOEVENTO DE LANCAMENTO DO III SMART CITY BUSINESS AMERICA CONGRESS EXPO CURITIBA - 2 EDICAO DO PREMIOINOVACIDADE.                                                                                              ,0638,04/09/2014 a 05/09/2014,Pago,19.101-SECRETARIA MUNICIPAL DE CONSERVACAO E SERVICOS PUBLICOS,"960,00"
3058,FRANCISCO JOSE GOMES,SAO PAULO-SP,2016,ACOMPANHAR O SECRETARIO EXECUTIVO SR. FERNANDO JOSE DA SILVEIRA MARINHO E PARTICIPAR DE REUNIAO NA SEDE DA TAM LINHAS AEREAS.                                                                                                                                  ,0151,09/03/2016 a 10/03/2016,Anulado,23.901-FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,"1.100,00"
3059,FRANCISCO ASSUNCAO E SILVA,FLORIANOPOLIS-SC,2016,ACOMPANHAR O SECRETARIO JURANDIR GURGEL E PARTICIPAR DA REUINIA DA 1A ASSEMBLEIA GERAL ORDINARIA DA ABRASF.                                                                                                                                                    ,0152,02/03/2016 a 04/03/2016,Anulado,23.901-FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,"1.650,00"
3060,LUCIA DE FATIMA PAULINO DA SILVA,BRASILIA-DF,2016,PARTICIPAR DA III CONFERENCIA NACIONAL LGBT.                                                                                                                                                                                                                   ,0168,23/04/2016 a 27/04/2016,Pago,35.101-SECRETARIA MUNICIPAL DA CIDADANIA E DIREITOS HUMANOS,"2.400,00"
3061,ACELINO JOAQUIM DOS SANTOS NETO,ITAPAJE-CE,2016,"DIARIAS PARA REALIZAR VERIFICACOES E FISCALIZACOES EM INSTRUMENTOS DE MEDICAO, NOS MUNICIPIOS DE GENERAL SAMPAIO CE, IRAUCUBA CE, ITAPAJE CE, MIRRAIMA CE E TEJUCUOCA CE.                                                                                      ",0291,02/05/2016 a 13/05/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.500,08"
3062,FRANCISCO JERONIMO ALVES,PACAJUS-CE,2016,"PAGAMENTO DAS DESPESAS COM DIARIAS TECNICAS PARA REALIZAR VERIFICACOES E FISCALIZACOES EM INSTRUMENTOS DE MEDICAO, NO MUNICIPIO DE PACAJUS CE.                                                                                                                 ",0295,04/04/2016 a 15/04/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.500,08"
3063,LUIZ GONZAGA DE AQUINO,ITAPAJE-CE,2016,"DIARIAS PARA REALIZAR VERIFICACOES E FISCALIZACOES EM INSTRUMENTOS DE MEDICAO, NOS MUNICIPIOS DE GENERAL SAMPAIO CE, IRAUCUBA CE, ITAPAJE CE, MIRRAIMA CE E TEJUCUOCA CE.                                                                                      ",0296,02/05/2016 a 13/05/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.500,08"
3064,RAIMUNDO NONATO DA PONTE,JATI-CE,2016,"DIARIAS PARA REALIZAR VERIFICACOES E FISCALIZACOES EM INSTRUMENTOS DE MEDICAO, NOS MUNICIPIOS DE BREJO SANTOS CE, JATI CE, PENAFORTE CE E PORTEIRAS CE.                                                                                                        ",0305,18/04/2016 a 29/04/2016,Anulado,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.500,08"
3065,RAIMUNDO NONATO DA PONTE,JATI-CE,2016,"DIARIAS PARA REALIZAR VERIFICACOES E FISCALIZACOES EM INSTRUMENTOS DE MEDICAO, NOS MUNICIPIOS DE BREJO SANTOS CE, JATI CE, PENAFORTE CE E PORTEIRAS CE.                                                                                                        ",0308,18/04/2016 a 29/04/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.500,08"
3066,JOACY GADELHA CAVALCANTI,PACAJUS-CE,2016,"PAGAMENTO DAS DESPESAS COM DIARIAS TECNICAS PARA REALIZAR VERIFICACOES E FISCALIZACOES EM INSTRUMENTOS DE MEDICAO, NO MUNICIPIO DE PACAJUS CE.                                                                                                                 ",0311,04/04/2016 a 15/04/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.500,08"
3067,RAIMUNDO NONATO DA PONTE,PENAFORTE-CE,2016,"DIARIAS PARA REALIZAR VERIFICACOES E FISCALIZACOES EM INSTRUMENTOS DE MEDICAO, NOS MUNICIPIOS DE BREJO SANTOS CE, JATI CE, PENAFORTE CE E PORTEIRAS CE.                                                                                                        ",0312,02/05/2016 a 14/05/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.708,42"
3068,TAIS BARRETO COSTA,RECIFE-PE,2014,"OBJETIVO DE CONHECER A OPERACAO DA CICLOFAIXA DE LAZER EM RECIFE, NO DIA 14 09 2014                                                                                                                                                                            ",0656,14/09/2014 a 15/09/2014,Pago,19.101-SECRETARIA MUNICIPAL DE CONSERVACAO E SERVICOS PUBLICOS,"700,00"
3069,FRANCISCO FRANCIMON PONTES,PARAMBU-CE,2016,PAGAMENTO DAS DESPESAS COM DIARIAS TECNICAS PARA REALIZAR VERIFICACOES E FISCALIZACOES EM INSTRUMENTOS DE MEDICAO NO MUNICIPIO DE PARAMBU CE.                                                                                                                  ,0332,18/04/2016 a 29/04/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.500,08"
3070,FRANCISCO FRANCIMON PONTES,QUITERIANOPOLIS-CE,2016,PAGAMENTO DAS DESPESAS COM DIARIAS TECNICAS PARA REALIZAR VERIFICACOES E FISCALIZACOES EM INSTRUMENTOS DE MEDICAO NO MUNICIPIO DE QUITERIANOPOLIS CE.                                                                                                          ,0340,02/05/2016 a 12/05/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.291,74"
3071,FRANCISCO ADAHIL MOREIRA,TIANGUA-CE,2016,"DIARIAS PARA REALIZAR VERIFICACOES E FISCALIZACOES EM INSTRUMENTOS DE MEDICAO, NO MUNICIPIO DE TIANGUA CE.                                                                                                                                                     ",0345,18/04/2016 a 29/04/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.500,08"
3072,VILTON MUDESTO ARRUDA,TIANGUA-CE,2016,"DIARIAS PARA REALIZAR VERIFICACOES E FISCALIZACOES EM INSTRUMENTOS DE MEDICAO, NO MUNICIPIO DE TIANGUA CE.                                                                                                                                                     ",0361,18/04/2016 a 29/04/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.500,08"
3073,EDSON DE OLIVEIRA,EUSEBIO-CE,2016,MEIAS DIARIAS PARA REALIZAR FISCALIZACOES EM PRODUTOS COM CONFORMIDADE AVALIADA NO MUNICIPIO DE AQUIRAZ CE EUSEBIO CE.                                                                                                                                         ,0375,21/03/2016 a 23/03/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"312,51"
3074,JOAQUIM SAVIO VIEIRA DOS SANTOS,MARANGUAPE-CE,2016,"PAGAMENTO DE DESPESAS COM DIARIAS TECNIAS, PCD 35.23, 35.25, PERIODO 22 03 16 A 23 03 16, PROCESSO SGI 221 2016, DESTINO MARANGUAPE CE                                                                                                                         ",0382,22/03/2016 a 23/03/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"208,34"
3075,JOSE LEITE JUCA FILHO,BRASILIA-DF,2016,OBJETIVO DE PARTICIPAR DE AUDIENCIA JUNTO AO STJ EM BRASILIA.                                                                                                                                                                                                  ,0232,11/05/2016 a 12/05/2016,Pago,13.101-PROCURADORIA GERAL DO MUNICIPIO,"1.100,00"
3076,JOSE LEITE JUCA FILHO,RECIFE-PE,2016,OBJETIVO DE PARTICIPAR DO TRF 5A REGIAO EM RECIFE.                                                                                                                                                                                                             ,0233,18/05/2016 a 19/05/2016,Pago,13.101-PROCURADORIA GERAL DO MUNICIPIO,"900,00"
3077,MÁRCIA CARVALHO ABREU,BEBERIBE-CE,2016,"DIARIAS PARA A SERVIDORA MARCIA CARVALHO ABREU COM O OBJETIVO DE ACOMPANHAR E ASSESSORAR A SECRETARIA EXECUTIVA DA SEUMA, SRA. EVELINE MARIA CORDEIRO BRANDAO E PARTICIPAR DO  PROGRAMA MAIS CAPACIDADES: ORIENTAR, AGIR E PRESERVAR , DO TCM NOS DIAS 06 E 07 ",0039,05/05/2016 a 07/05/2016,Pago,28.901-FUNDO DE DEFESA DO MEIO AMBIENTE,"750,00"
3078,JOSE EDGLE MENEZES VITORIANO,MARACANAU-CE,2016,"MEIA DIARIA PARA REALZIAR VISITA AS RENOVADORAS DE PNEUS, NO MUNICIPIO DE MARACANAU CE.                                                                                                                                                                        ",0473,15/04/2016 a 15/04/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"234,12"
3079,FRANCISCO JOSE GOMES,SAO PAULO-SP,2014,PARTICIPAR NO SIMPOSIO SOBRE GRANDES QUESTOES ATUAIS DO DIREITO TRIBUTARIO.                                                                                                                                                                                    ,0928,17/09/2014 a 19/09/2014,Pago,23.101-SECRETARIA MUNICIPAL DE FINANCAS,"1.440,00"
3080,ANTONIO ASSIS MORAES,AQUIRAZ-CE,2016,"DIARIAS PARA REALIZAR FISCALIZACAO EM CRONOTACOGRAFOS, NO MUNICIPIO DE AQUIRAZ CE.                                                                                                                                                                             ",0487,27/04/2016 a 28/04/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"234,12"
3081,JOSE WILLYS PAZ ALBURQUERQUE,AQUIRAZ-CE,2016,"DIARIAS PARA REALIZAR FISCALIZACAO EM CRONOTACOGRAFOS, NO MUNICIPIO DE AQUIRAZ CE.                                                                                                                                                                             ",0489,27/04/2016 a 28/04/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"208,34"
3082,MAURICIO PAES SOARES,BRASILIA-DF,2016,"REPRESENTAR A PREFEITURA EM BRASILIA, QUE IRA A FORTALEZA COM O CONTRATO DE GARANTIA E CONTRA GARANTIA PARA OPERACOES DE CREDITO CPAC-2 PMCV A SER ASSINADOS PELO EXMO. SR. PREFEITO DE FORTALEZA NO DIA 23 03 2016.                                           ",0223,22/03/2016 a 23/03/2016,Pago,23.901-FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,"600,00"
3083,ARILTON GOES TAVORA,BEBERIBE-CE,2016,"PARA PARTICIPAR DO PROGRAMA MAIS CAPACIDADES, DO TRIBUNAL DE CONTAS DOS MUNICIPIOS, NOS DIAS 06.06.2016 E 07.06.2016, NO MUNICIPIO DE BEBERIBE-CE.                                                                                                             ",1017,06/06/2016 a 07/06/2016,Pago,25.201-INSTITUTO DR. JOSE FROTA,"320,00"
3084,CLEOBULINA DA COSTA TAVARES,BEBERIBE-CE,2016,"PARA PARTICIPACAO DO PROGRAMA MAIS CAPACIDADES, DO TRIBUNAL DE CONTAS DOS MUNICIPIOS, NOS DIAS 06 06 2016 E 07 06 2016, EM BEBERIBE.                                                                                                                           ",1018,06/06/2016 a 07/06/2016,Pago,25.201-INSTITUTO DR. JOSE FROTA,"320,00"
3085,LEONARDO ALVES FERREIRA,SAO PAULO-SP,2016,COM O OBJETIVO DE PARTICIPAR DO 'ENCONTRO NACIONAL DE EDUCACAO MATEMATICA-ENEM' NOS DIAS 13 06 2016 A 16 06 2016.                                                                                                                                              ,2635,12/06/2016 a 16/06/2016,Pago,24.901-FUNDO MUNICIPAL DE EDUCACAO,"2.250,00"
3086,JOSE EDUARDO AZEVEDO DA SILVA,IPUEIRAS-CE,2016,"COM O OBJETIVO DE ACOMPANHAR A E.M. PROFESSOR JOSE VALDEVINO DE CARVALHO, REPRESENTANDO A SME, EM VISTA A ESCOLA PREMIADA DA CREDE 13: ESCOLA EEF CREUSA MELO, CONTEMPLADA COM O PREMIO NOTA DEZ NOS DIAS 13 06 2016 A 15 06 2016 EM IPUEIRA - CE              ",2636,13/06/2016 a 15/06/2016,Pago,24.901-FUNDO MUNICIPAL DE EDUCACAO,"330,00"
3087,FABIOLA FORTUNA PEREIRA,BEBERIBE-CE,2016,"PAGAMENTO REFERENTE A PARTICIPACAO DO PROGRAMA MAIS CAPACIDADES, NOS DIAS 06.06.2016 E 07.06.2016 DO TRIBUNAL DE CONTAS DOS MUNICIPIOS, NA CIDADE BEBERIBE-CE.                                                                                                 ",1052,06/06/2016 a 07/06/2016,Pago,25.201-INSTITUTO DR. JOSE FROTA,"320,00"
3088,VALBERTO ALVES ABREU,BEBERIBE-CE,2016,PARTICIPAR DO PROGRAMA MAIS CPACIDADES.                                                                                                                                                                                                                        ,0243,05/06/2016 a 06/06/2016,Pago,23.901-FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,"360,00"
3089,FLAVIA ROBERTA BRUNO TEIXEIRA,BEBERIBE-CE,2016,PARTICIPAR DO PROGRAMA MAIS CAPACIDADES.                                                                                                                                                                                                                       ,0244,06/06/2016 a 07/06/2016,Pago,23.901-FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,"360,00"
3090,RAIMUNDO EDUARDO SILVEIRA FONTENELE,BELEM-PB,2014,DEFENDER A CANDIDATURA DA CIDADE DE FORTALEZA PARASEDIAR O XXIV SEMINARIO NACIONAL DE PARQUE TECNOLO-GICO E INCUBADORAS DE EMPRESAS QUE OCORRERA ESTEANO EM BELEM                                                                                              ,0341,22/09/2014 a 24/09/2014,Pago,26.101-SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONOMICO,"1.350,00"
3091,LIANA PINTO DA SILVA,BEBERIBE-CE,2016,PARTICIPACAO EM CURSO   PROGRAMA MAIS CAPACIDADES                                                                                                                                                                                                              ,0287,06/06/2016 a 06/06/2016,Anulado,44.101-SECRETARIA REGIONAL V,"160,00"
3092,MARIA DAS GRACAS RODRIGUES DA SILVA,BEBERIBE-CE,2016,PARTICIPACAO EM CURSO   PROGRAMA MAIS CAPACIDADES                                                                                                                                                                                                              ,0288,06/06/2016 a 07/06/2016,Pago,44.101-SECRETARIA REGIONAL V,"220,00"
3093,EDILEUZA TAVARES,BEBERIBE-CE,2016,PARTICIPAR DO PROGRAMA MAIS CAPACIDADES: TRANSICAO GOVERNAMENTAL                                                                                                                                                                                               ,0158,06/06/2016 a 07/06/2016,Pago,35.102-DEPARTAMENTO MUNICIPAL DE PROTECAO E DEFESA DOS DIREITOS DO CONSUMIDOR,"260,00"
3094,BARBARA YURI KYOMEN RORIZ,BUENOS AIRES.-EX,2016,"PARTICIPAR DO WORKSHOPS PROMOVIDOS PELA SECRETARIA DE TURISMO DE FORTALEZA EM PARCERIA COM A GOL LINHAS AEREAS E ABIH COM OBJETIVO DE CAPTAR A SEGUNDA FREQUENCIA DE VOO FORTALEZA BUENOS AIRES QUE INCREMENTARA AINDA MAIS A RECEITA TURISTICA PARA FORTALEZA,",0172,07/05/2016 a 13/05/2016,Pago,30.101-SECRETARIA MUNICIPAL DO TURISMO DE FORTALEZA,"8.550,50"
3095,ERICK BENEVIDES DE VASCONCELOS,BRASILIA-DF,2016,"PARTICIPAR EM BRASILIA - DF, DE REUNIAO COM O SR. NEUSVALDO LIMA - SECRETARIO NACIONAL DE ESTRUTURACAO DO TURISMO, CONFORME ATO NO 384 2016 - SEGOV.                                                                                                           ",0173,30/05/2016 a 31/05/2016,Pago,30.101-SECRETARIA MUNICIPAL DO TURISMO DE FORTALEZA,"1.100,00"
3096,PAULO ERNESTO LIMA DE CASTRO,BEBERIBE-CE,2016,COM O OBJETIVO DE ACOMPANHAR A SRA. GISELLE BEZERRA GOMES E PARTICIPAR DO PROGRAMA MAIS CAPACIDADES 2016                                                                                                                                                       ,0324,06/06/2016 a 07/06/2016,Pago,17.102-GUARDA MUNICIPAL DE FORTALEZA,"360,00"
3097,ERICK BENEVIDES DE VASCONCELOS,SAO PAULO-SP,2016,PARTICIPAR DE UMA REUNIAO COM O PRESIDENTE DA GOL  SE. EDUARDO BERNARDES EM SAO PAULO E  REUNIAO COM O SECRETARIO NACIONAL DE PROGRAMAS DE DESENVOLVIMENTO DO TURISMO CONFORME PROCESSO DE N. P179570 2016 DE ACORDO COM O ATO DE N. 267 2016 EM ANEXOS        ,0090,24/04/2016 a 26/04/2016,Pago,30.101-SECRETARIA MUNICIPAL DO TURISMO DE FORTALEZA,"1.650,00"
3098,FRANCISCO EUGENIO VILAR TORRES TEIXEIRA,RIO DE JANEIRO-RJ,2016,"PARTICIPACAO DO CURSO OS REFLEXOS DO NOVO CODIGO DE PROCESSO CIVIL NA EXECUCAO FISCAL, REALIZADO NO RIO DE JANEIRO RJ NOS DIAS 08 E 09 DE ABRIL DE 2016.                                                                                                       ",0013,07/04/2016 a 09/04/2016,Pago,13.901-FUNDO DE APERFEICOAMENTO DA PROCURADORIA GERAL DO MUNICIPIO,"840,00"
3099,MIGUEL ROCHA NASSER HISSA,RECIFE-PE,2016,OBJETIVO DE PARTICIPAR DE AUDIENCIA EM RECIFE.                                                                                                                                                                                                                 ,0152,28/03/2016 a 29/03/2016,Anulado,13.101-PROCURADORIA GERAL DO MUNICIPIO,"900,00"
3100,JOSE LEITE JUCA FILHO,BRASILIA-DF,2016,OBJETIVO DE PARTICIPAR DE AUDIENCIA EM BRASILIA.                                                                                                                                                                                                               ,0153,20/03/2016 a 21/03/2016,Pago,13.101-PROCURADORIA GERAL DO MUNICIPIO,"1.100,00"
3101,PAULO FRANCISCO BARBOSA SOUSA,BELEM-PB,2014,DEFENDER A CANDIDATURA DA CIDADE DE FORTALEZA PARASEDIAR O XXIV SEMINARIO NACIONAL DE PARQUE TECNOLO-GICO E INCUBADORAS DE EMPRESAS QUE OCORRERA ESTEANO EM BELEM                                                                                              ,0342,26/09/2014 a 26/09/2014,Pago,26.101-SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONOMICO,"2.420,00"
3102,MARIA EDILENE SILVA OLIVEIRA,CAMPINAS-SP,2016,"DIARIAS PARA A SERVIDORA MARIA EDILENE SILVA OLIVEIRA, COM O OBJETIVO DE PARTICIPAR DO WORKSHOP DE CAPACITACAO PARA CIDADES RESPONDENTES  NO DIA 07 04 2016, EM CAMPINAS SP.                                                                                   ",0025,06/04/2016 a 07/04/2016,Pago,28.901-FUNDO DE DEFESA DO MEIO AMBIENTE,"960,00"
3103,ANTONIO LUIZ PEREIRA FRANCO,PACAJUS-CE,2016,DIARIAS TECNICAS PARA REALIZAR VERIFICACOES E FISCALIZACOES EM INSTRUMENTOS DE MEDICAO NO MUNICIPIO DE PACAJUS CE.                                                                                                                                             ,0234,14/01/2016 a 14/01/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"234,12"
3104,ABINOAM RODRIGUES DE LIMA,JAGUARETAMA-CE,2016,DIARIAS TECNICAS PARA REALIZAR VERIFICACOES E FISCALIZACOES EM INSTRUMENTOS DE MEDICAO NO MUNICIPIO DE JAGUARETAMA CE.                                                                                                                                         ,0237,04/04/2016 a 15/04/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.500,08"
3105,JOAO BATISTA BEZERRA MELO,IPU-CE,2016,"DIARIAS PARA REALIZAR FISCALIZACOES E VERIFICACOES EM INSTRUMENTOS DE MEDICAO, NOS MUNICIPIOS DE IPU CE E IPUEIRAS.                                                                                                                                            ",0240,04/04/2016 a 15/04/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.500,08"
3106,RAIMUNDO SALES CARLOS,JAGUARIBARA-CE,2016,DIARIAS TECNICAS PARA REALIZAR VERIFICACOES E FISCALIZACOES EM INSTRUMENTOS DE MEDICAO NO MUNICIPIO DE JAGUARIBARA CE.                                                                                                                                         ,0251,02/05/2016 a 11/05/2016,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.083,40"
